Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,Salary,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,Years_At_Company,YearsInCurrentRole,Years_Since_Promotion,YearsWithCurrManager,Attrition_Flag
35,No,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,1,Sales Representative,3,Married,2430,No,4,1,6,5,3,5,3,4,2,0
32,No,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,2,Research Scientist,2,Married,5878,No,3,1,12,2,3,7,1,2,5,0
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2644,Yes,4,4,7,3,2,3,2,1,2,0
48,No,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,2,Sales Executive,3,Divorced,6439,No,3,3,18,2,3,8,7,7,7,0
29,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,1,Research Scientist,3,Married,2451,No,3,1,5,2,2,1,0,0,0,0
33,No,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,2,Sales Executive,1,Married,6392,No,3,4,8,6,1,2,2,2,2,0
30,Yes,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,2,Sales Executive,1,Married,9714,No,3,4,10,4,3,10,8,6,7,1
38,No,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,2,Human Resources,3,Married,6077,No,3,3,10,2,3,6,3,1,2,0
35,No,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,2450,No,3,2,3,3,3,3,0,1,2,0
30,No,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,3,Sales Executive,2,Married,9250,No,3,2,9,3,3,4,2,1,3,0
35,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,1,Laboratory Technician,1,Divorced,2074,Yes,3,4,1,2,3,1,0,0,0,1
53,Yes,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,3,Manufacturing Director,4,Married,10169,No,3,2,34,4,3,33,7,1,9,1
38,Yes,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,2,Manufacturing Director,2,Married,4855,No,3,1,7,2,3,5,2,1,4,1
32,No,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,2,Research Scientist,1,Married,4087,No,3,2,9,3,2,6,5,1,2,0
48,No,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,1,Research Scientist,1,Married,2367,No,3,4,10,3,2,8,2,7,6,0
34,No,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,1,Research Scientist,4,Single,2972,No,3,3,1,4,1,1,0,0,0,0
55,No,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,5,Manager,4,Married,19586,No,4,3,36,3,3,36,6,2,13,0
34,No,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,2,Research Scientist,4,Married,5484,No,3,2,9,3,2,2,2,2,1,0
26,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,1,Research Scientist,4,Married,2061,No,4,1,1,5,3,1,0,0,0,0
38,No,Travel_Rarely,Sales,14,3,Life Sciences,3,Male,3,2,Sales Executive,2,Married,9924,No,3,4,10,3,3,9,8,7,7,0
38,No,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,No,3,2,8,5,4,3,2,1,2,0
36,No,Travel_Rarely,Sales,1,4,Life Sciences,2,Female,3,2,Sales Executive,3,Single,6815,No,3,1,15,5,3,1,0,0,0,0
29,No,Travel_Rarely,Research & Development,3,1,Medical,2,Male,3,1,Laboratory Technician,1,Single,4723,Yes,3,4,10,3,3,10,9,1,5,0
35,No,Travel_Rarely,Research & Development,10,4,Medical,1,Female,3,2,Healthcare Representative,3,Single,6142,Yes,3,3,10,4,3,5,2,0,4,0
39,No,Travel_Rarely,Sales,6,3,Medical,4,Male,4,3,Sales Executive,3,Married,8237,No,3,1,11,3,3,7,6,7,6,0
29,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Male,3,2,Healthcare Representative,4,Divorced,8853,No,3,4,6,0,4,6,4,1,3,0
50,No,Travel_Rarely,Sales,9,3,Marketing,3,Male,3,5,Manager,3,Married,19331,Yes,3,3,27,2,3,1,0,0,0,0
23,No,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,4,1,Research Scientist,3,Married,2073,No,3,4,4,2,3,2,2,2,2,0
36,No,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,Yes,3,4,9,3,3,3,2,0,2,0
42,No,Travel_Rarely,Research & Development,9,2,Other,4,Male,2,5,Manager,4,Single,19613,No,4,4,24,2,3,1,0,0,1,0
35,No,Travel_Rarely,Research & Development,28,3,Life Sciences,2,Male,4,2,Laboratory Technician,3,Married,3407,No,3,4,10,3,2,10,9,6,8,0
34,No,Travel_Frequently,Research & Development,10,4,Technical Degree,4,Male,2,2,Healthcare Representative,3,Married,5063,No,3,2,8,3,2,8,2,7,7,0
40,No,Travel_Rarely,Sales,14,2,Life Sciences,4,Female,3,2,Sales Executive,1,Married,4639,No,3,3,5,2,3,5,4,1,2,0
43,No,Travel_Rarely,Research & Development,27,3,Technical Degree,4,Male,4,1,Laboratory Technician,2,Divorced,4876,No,3,3,8,0,3,6,4,0,2,0
35,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3,Male,2,1,Laboratory Technician,4,Married,2690,No,3,4,1,5,2,1,0,0,1,0
46,No,Travel_Rarely,Sales,1,4,Life Sciences,4,Male,4,4,Manager,1,Single,17567,No,3,2,27,5,1,26,0,0,12,0
28,Yes,Travel_Rarely,Research & Development,24,3,Medical,3,Male,3,1,Laboratory Technician,2,Married,2408,Yes,3,3,1,3,3,1,1,0,0,1
22,No,Non-Travel,Research & Development,26,2,Other,2,Female,2,1,Research Scientist,3,Married,2814,Yes,3,2,4,2,2,4,2,1,3,0
50,No,Travel_Frequently,Research & Development,20,5,Medical,2,Male,3,4,Healthcare Representative,3,Married,11245,Yes,3,3,32,3,3,30,8,12,13,0
32,No,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,No,3,4,6,3,3,3,2,0,2,0
44,No,Travel_Rarely,Research & Development,7,3,Medical,2,Female,3,5,Research Director,4,Divorced,19049,Yes,3,4,23,4,2,22,7,1,10,0
30,No,Travel_Rarely,Research & Development,7,3,Medical,2,Male,2,1,Research Scientist,2,Married,2141,No,3,2,6,3,2,6,4,1,1,0
45,No,Travel_Rarely,Research & Development,5,5,Medical,3,Female,1,2,Laboratory Technician,1,Single,5769,Yes,3,1,10,3,3,10,7,1,4,0
45,No,Non-Travel,Sales,26,3,Marketing,1,Male,2,2,Sales Executive,1,Married,4385,No,3,1,10,2,3,10,7,4,5,0
31,No,Travel_Frequently,Sales,2,4,Other,4,Male,3,2,Sales Executive,1,Single,5332,No,3,4,10,3,3,5,2,0,3,0
36,No,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,Yes,3,2,7,2,3,3,2,1,1,0
34,No,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Male,4,2,Manufacturing Director,4,Divorced,4724,No,3,1,9,3,3,9,7,7,2,0
49,No,Travel_Rarely,Research & Development,25,4,Life Sciences,3,Female,3,1,Laboratory Technician,1,Married,3211,No,3,4,10,3,2,9,6,1,4,0
39,No,Travel_Rarely,Research & Development,10,5,Medical,2,Male,3,2,Manufacturing Director,1,Married,5377,No,3,4,10,3,3,7,7,7,7,0
27,No,Travel_Rarely,Research & Development,19,3,Other,4,Male,2,1,Laboratory Technician,1,Divorced,4066,No,3,1,7,3,3,7,7,0,7,0
35,No,Travel_Rarely,Research & Development,18,5,Life Sciences,2,Male,4,2,Research Scientist,1,Married,5208,No,3,4,16,2,3,16,15,1,10,0
28,No,Travel_Rarely,Research & Development,27,3,Medical,2,Female,1,2,Manufacturing Director,1,Divorced,4877,No,4,2,6,5,2,5,3,0,0,0
21,No,Travel_Rarely,Research & Development,5,1,Medical,3,Male,3,1,Research Scientist,4,Single,3117,No,3,3,3,2,3,2,2,2,2,0
18,Yes,Travel_Frequently,Sales,3,2,Medical,2,Female,3,1,Sales Representative,4,Single,1569,Yes,3,3,0,2,4,0,0,0,0,1
47,No,Travel_Rarely,Human Resources,26,4,Life Sciences,4,Female,3,5,Manager,3,Married,19658,No,3,3,27,2,3,5,2,1,0,0
39,No,Travel_Rarely,Research & Development,3,2,Medical,3,Male,2,2,Laboratory Technician,3,Divorced,3069,No,3,4,11,3,3,10,8,0,7,0
40,No,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,3,Manufacturing Director,3,Married,10435,No,3,4,18,2,3,18,15,14,12,0
35,No,Non-Travel,Research & Development,8,4,Life Sciences,3,Female,3,2,Healthcare Representative,3,Married,4148,No,3,4,15,5,3,14,11,2,9,0
37,No,Travel_Rarely,Research & Development,19,3,Life Sciences,3,Male,3,2,Manufacturing Director,3,Married,5768,No,3,1,9,2,2,4,3,0,2,0
39,No,Travel_Frequently,Research & Development,4,3,Medical,1,Female,3,2,Manufacturing Director,3,Single,5042,No,3,4,10,2,1,9,2,3,8,0
45,No,Travel_Rarely,Research & Development,2,2,Other,4,Female,2,2,Manufacturing Director,4,Divorced,5770,No,3,1,10,3,3,10,7,3,9,0
38,No,Travel_Rarely,Research & Development,2,2,Medical,4,Female,2,3,Manufacturing Director,3,Married,7756,Yes,3,4,10,6,4,5,4,0,2,0
35,Yes,Travel_Rarely,Sales,10,3,Medical,4,Male,2,3,Sales Executive,1,Married,10306,No,3,3,15,3,3,13,12,6,0,1
37,No,Travel_Rarely,Research & Development,10,3,Medical,2,Female,3,1,Research Scientist,2,Married,3936,No,3,1,8,2,1,8,4,7,7,0
40,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Female,3,3,Manufacturing Director,4,Single,7945,Yes,3,4,18,2,2,4,2,3,3,0
44,No,Travel_Frequently,Human Resources,1,5,Human Resources,1,Male,3,2,Human Resources,4,Married,5743,Yes,3,3,14,3,3,10,7,0,2,0
48,No,Travel_Frequently,Research & Development,4,5,Medical,3,Male,2,4,Manager,4,Married,15202,No,4,2,23,3,3,2,2,2,2,0
35,Yes,Travel_Rarely,Sales,15,2,Medical,1,Male,1,2,Sales Executive,4,Divorced,5440,Yes,3,4,7,2,2,2,2,2,2,1
24,No,Travel_Frequently,Research & Development,2,1,Technical Degree,1,Female,3,1,Research Scientist,4,Single,3760,Yes,3,3,6,2,3,6,3,1,3,0
27,No,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,No,3,1,5,0,3,3,2,0,2,0
27,No,Travel_Frequently,Research & Development,2,3,Medical,4,Male,3,1,Research Scientist,4,Single,2580,No,3,3,6,0,2,4,2,1,2,0
40,Yes,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Single,2166,Yes,3,2,10,3,1,4,2,0,3,1
29,No,Travel_Rarely,Sales,10,3,Medical,3,Male,2,2,Sales Executive,3,Single,5869,No,3,3,8,2,3,5,2,1,4,0
36,No,Travel_Rarely,Research & Development,5,4,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,8008,No,3,3,9,6,3,3,2,0,2,0
25,No,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,4,2,Manufacturing Director,3,Divorced,5206,No,3,3,7,6,3,7,7,0,7,0
39,No,Travel_Rarely,Research & Development,12,3,Medical,4,Male,3,2,Manufacturing Director,2,Married,5295,No,4,3,7,3,3,5,4,1,0,0
49,No,Travel_Rarely,Research & Development,22,4,Other,1,Female,3,4,Research Director,2,Married,16413,No,3,2,27,2,3,4,2,1,2,0
50,No,Travel_Rarely,Research & Development,17,5,Life Sciences,4,Female,2,3,Research Director,1,Divorced,13269,No,3,3,19,3,3,14,11,1,11,0
20,No,Travel_Rarely,Sales,2,3,Medical,3,Female,3,1,Sales Representative,3,Single,2783,No,3,1,2,3,3,2,2,2,2,0
34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,4,Female,3,2,Research Scientist,2,Divorced,5433,No,3,3,11,2,3,11,8,7,9,0
36,No,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,3,1,Laboratory Technician,2,Single,2013,No,3,3,15,4,3,4,3,1,3,0
49,No,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Female,2,4,Healthcare Representative,3,Married,13966,Yes,3,2,30,3,3,15,11,2,12,0
36,No,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,No,3,3,4,6,3,3,2,1,2,0
36,No,Travel_Rarely,Research & Development,3,2,Life Sciences,4,Male,4,2,Healthcare Representative,1,Divorced,6842,No,4,1,13,3,3,5,4,0,4,0
54,No,Travel_Rarely,Research & Development,22,5,Medical,2,Female,3,4,Manager,3,Married,17426,No,4,3,36,6,3,10,8,4,7,0
43,No,Travel_Rarely,Research & Development,15,2,Life Sciences,3,Male,2,4,Research Director,3,Married,17603,No,4,1,14,3,3,14,10,6,11,0
35,Yes,Travel_Frequently,Sales,12,4,Other,4,Male,3,2,Sales Executive,4,Single,4581,Yes,4,1,13,2,4,11,9,6,7,1
38,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,3,2,Research Scientist,4,Married,4735,No,3,4,19,4,4,13,11,2,9,0
29,No,Travel_Rarely,Sales,5,3,Medical,1,Male,2,2,Sales Executive,2,Divorced,4187,Yes,3,2,10,3,2,10,0,0,9,0
33,No,Travel_Rarely,Sales,2,4,Medical,4,Male,3,2,Sales Executive,4,Divorced,5505,No,3,3,6,5,3,6,2,0,4,0
32,No,Travel_Rarely,Research & Development,2,3,Medical,4,Male,3,2,Research Scientist,2,Divorced,5470,No,3,3,10,4,2,9,5,1,6,0
31,No,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,3,2,Sales Executive,4,Married,5476,No,3,1,10,2,3,10,0,0,2,0
49,No,Travel_Rarely,Research & Development,16,3,Medical,4,Female,3,1,Laboratory Technician,1,Divorced,2587,Yes,3,2,17,2,2,2,2,2,2,0
38,No,Travel_Frequently,Research & Development,2,3,Medical,4,Female,2,1,Laboratory Technician,2,Single,2440,No,4,2,4,3,3,4,3,3,3,0
47,No,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,No,3,3,29,2,3,3,2,1,2,0
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,3,Male,3,4,Manager,3,Single,15379,No,3,1,23,2,3,8,7,0,0,0
41,No,Travel_Rarely,Sales,23,2,Life Sciences,4,Male,3,3,Sales Executive,3,Single,7082,Yes,3,4,21,2,3,2,0,0,2,0
20,No,Travel_Rarely,Sales,9,1,Life Sciences,4,Male,3,1,Sales Representative,1,Single,2728,No,3,1,2,3,3,2,2,0,2,0
33,No,Non-Travel,Sales,16,3,Life Sciences,3,Female,3,2,Sales Executive,4,Divorced,5368,Yes,4,3,7,2,3,6,5,1,2,0
36,No,Travel_Rarely,Research & Development,26,4,Life Sciences,1,Male,3,2,Healthcare Representative,3,Married,5347,No,3,2,10,2,2,3,2,0,2,0
44,No,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Female,3,1,Human Resources,4,Divorced,3195,Yes,3,1,8,2,3,2,2,2,2,0
23,Yes,Travel_Rarely,Research & Development,8,1,Medical,4,Male,2,1,Laboratory Technician,3,Single,3989,Yes,3,1,5,2,3,5,4,1,2,1
38,No,Travel_Rarely,Research & Development,4,2,Medical,4,Female,3,1,Laboratory Technician,3,Married,3306,No,3,4,7,5,2,0,0,0,0,0
53,No,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,No,3,3,11,2,3,4,3,1,2,0
48,Yes,Travel_Frequently,Sales,7,2,Medical,4,Female,3,1,Sales Representative,3,Married,2655,Yes,3,3,19,3,3,9,7,7,7,1
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,3,1,Laboratory Technician,2,Single,1393,No,3,1,1,2,3,1,0,0,0,1
26,No,Non-Travel,Research & Development,7,3,Medical,4,Male,3,1,Laboratory Technician,4,Single,2570,No,4,3,7,5,3,7,7,5,7,0
55,No,Travel_Rarely,Research & Development,22,3,Technical Degree,1,Male,2,1,Research Scientist,2,Divorced,3537,No,3,4,8,1,3,4,2,1,2,0
34,No,Travel_Rarely,Research & Development,5,2,Medical,2,Male,2,2,Laboratory Technician,4,Married,3986,No,3,3,15,3,4,15,10,4,13,0
60,No,Travel_Rarely,Research & Development,1,4,Medical,3,Male,1,3,Healthcare Representative,4,Divorced,10883,No,4,3,19,2,4,1,0,0,0,0
33,No,Travel_Rarely,Research & Development,21,3,Medical,2,Male,4,1,Laboratory Technician,2,Married,2028,No,3,4,14,6,3,14,11,2,13,0
37,No,Travel_Frequently,Sales,1,4,Medical,3,Male,1,2,Sales Executive,4,Divorced,9525,No,3,3,6,2,2,6,3,1,3,0
34,No,Travel_Rarely,Research & Development,19,3,Life Sciences,2,Female,2,1,Research Scientist,4,Married,2929,No,3,2,10,3,3,10,9,8,7,0
23,Yes,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,Yes,4,2,3,2,3,3,2,0,2,1
44,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,4,3,Healthcare Representative,4,Married,7879,Yes,3,2,9,2,3,8,7,6,7,0
35,No,Travel_Frequently,Research & Development,2,4,Medical,1,Male,2,1,Research Scientist,4,Single,4930,Yes,3,3,6,2,4,5,4,1,4,0
43,No,Travel_Rarely,Sales,2,3,Medical,4,Male,3,2,Sales Executive,4,Married,7847,Yes,3,1,10,3,3,10,9,8,8,0
24,No,Travel_Rarely,Research & Development,9,3,Medical,3,Male,4,1,Research Scientist,3,Married,4401,No,3,4,5,1,3,5,3,0,4,0
41,No,Travel_Rarely,Sales,6,3,Marketing,4,Male,3,3,Sales Executive,3,Single,9241,No,3,2,10,3,3,10,8,8,7,0
29,No,Travel_Rarely,Research & Development,9,4,Medical,4,Female,3,1,Laboratory Technician,3,Married,2974,No,3,3,9,2,3,5,3,1,2,0
36,No,Travel_Rarely,Sales,2,4,Life Sciences,3,Female,3,2,Sales Representative,4,Single,4502,No,3,3,17,2,2,13,7,6,7,0
45,No,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,3,Healthcare Representative,3,Married,10748,No,4,4,25,3,2,23,15,14,4,0
24,Yes,Travel_Rarely,Human Resources,22,1,Human Resources,4,Male,1,1,Human Resources,3,Married,1555,No,3,3,1,2,3,1,0,0,0,1
47,Yes,Travel_Frequently,Sales,9,3,Life Sciences,3,Male,1,4,Sales Executive,3,Married,12936,No,3,3,25,3,1,23,5,14,10,1
26,No,Travel_Rarely,Research & Development,17,4,Medical,4,Male,1,1,Laboratory Technician,3,Married,2305,No,3,3,3,3,4,3,2,0,2,0
45,No,Travel_Rarely,Research & Development,28,2,Technical Degree,4,Female,2,4,Research Director,2,Single,16704,No,3,3,21,2,3,21,6,8,6,0
32,No,Travel_Frequently,Research & Development,10,3,Life Sciences,1,Male,3,1,Research Scientist,3,Married,3433,No,3,1,10,3,2,5,2,1,3,0
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,3,1,Laboratory Technician,3,Married,3477,No,3,4,6,2,4,5,2,0,3,0
41,No,Non-Travel,Human Resources,4,3,Human Resources,3,Male,1,2,Human Resources,2,Married,6430,No,3,2,10,4,3,3,2,1,2,0
40,No,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,3,2,Manufacturing Director,1,Married,6516,Yes,3,2,18,3,3,1,0,0,0,0
24,No,Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,1,Laboratory Technician,1,Divorced,3907,No,3,2,6,2,4,6,2,1,2,0
46,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3,Male,3,2,Healthcare Representative,2,Single,5562,No,3,4,19,3,3,10,7,0,9,0
35,No,Travel_Rarely,Research & Development,27,4,Life Sciences,4,Male,3,2,Manufacturing Director,3,Married,6883,No,3,2,17,3,3,7,7,0,7,0
30,No,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2862,No,3,2,10,2,2,10,0,0,8,0
47,No,Non-Travel,Sales,2,4,Marketing,3,Male,3,2,Sales Executive,2,Married,4978,No,3,4,4,3,1,1,0,0,0,0
46,No,Travel_Rarely,Sales,2,3,Life Sciences,3,Male,3,3,Sales Executive,4,Divorced,10368,Yes,3,2,13,5,2,10,6,0,3,0
36,Yes,Travel_Rarely,Sales,13,5,Marketing,2,Male,2,2,Sales Executive,1,Divorced,6134,Yes,3,2,16,3,3,2,2,2,2,1
32,Yes,Travel_Rarely,Sales,1,2,Life Sciences,1,Male,1,2,Sales Executive,2,Single,6735,No,3,2,10,2,3,0,0,0,0,1
23,No,Travel_Rarely,Research & Development,4,1,Medical,3,Female,3,1,Laboratory Technician,2,Single,3295,No,3,3,3,3,1,3,2,1,2,0
31,No,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,3,2,Manufacturing Director,4,Single,5238,No,4,4,9,3,2,5,4,1,4,0
39,No,Non-Travel,Research & Development,1,3,Life Sciences,4,Male,3,2,Laboratory Technician,4,Married,6472,Yes,3,4,9,2,3,9,8,5,8,0
32,No,Travel_Rarely,Sales,19,3,Life Sciences,4,Male,1,3,Sales Executive,3,Married,9610,No,3,3,10,2,1,4,3,0,2,0
40,No,Travel_Rarely,Sales,7,4,Medical,2,Male,3,5,Manager,2,Single,19833,No,3,2,21,3,2,21,8,12,8,0
45,No,Travel_Rarely,Human Resources,4,3,Life Sciences,3,Female,1,3,Human Resources,3,Married,9756,No,4,3,9,2,4,5,0,0,3,0
30,No,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,2,1,Research Scientist,1,Single,4968,No,3,4,10,2,3,9,7,0,7,0
24,No,Travel_Frequently,Human Resources,10,3,Medical,1,Male,3,1,Human Resources,4,Married,2145,No,3,4,3,2,3,2,2,2,1,0
30,Yes,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,No,3,3,6,0,2,4,2,1,2,1
31,No,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,3,2,Sales Executive,3,Married,8346,No,3,3,6,3,3,5,2,0,2,0
27,No,Travel_Rarely,Research & Development,8,3,Medical,3,Female,3,1,Research Scientist,4,Single,3445,No,3,3,6,5,2,6,2,1,4,0
29,Yes,Travel_Rarely,Sales,9,3,Marketing,2,Female,1,1,Sales Representative,2,Single,2760,No,3,3,2,3,3,2,2,2,2,1
29,No,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,4,2,Healthcare Representative,3,Single,6294,Yes,3,4,10,5,4,3,2,0,2,0
30,No,Travel_Rarely,Sales,15,2,Marketing,3,Male,2,3,Sales Executive,1,Divorced,7140,No,3,1,12,2,3,7,7,1,7,0
34,No,Travel_Rarely,Research & Development,2,4,Medical,4,Male,4,1,Research Scientist,4,Married,2932,Yes,3,1,6,3,3,5,0,1,2,0
33,No,Non-Travel,Sales,2,3,Marketing,4,Female,3,2,Sales Executive,2,Single,5147,No,3,4,13,2,2,11,7,1,7,0
49,No,Travel_Rarely,Sales,11,4,Marketing,4,Female,3,2,Sales Executive,4,Single,4507,No,3,3,8,1,4,5,1,0,4,0
33,Yes,Travel_Rarely,Sales,16,3,Life Sciences,1,Female,3,3,Sales Executive,1,Single,8564,Yes,4,3,11,2,2,0,0,0,0,1
38,No,Travel_Frequently,Research & Development,2,2,Medical,3,Female,2,1,Laboratory Technician,2,Married,2468,No,3,2,9,4,2,6,1,0,5,0
31,Yes,Travel_Rarely,Sales,16,4,Marketing,1,Male,3,3,Sales Executive,3,Married,8161,No,3,1,10,2,3,1,0,0,0,1
29,No,Travel_Rarely,Research & Development,4,3,Technical Degree,4,Female,2,1,Research Scientist,1,Divorced,2109,No,3,3,1,2,3,1,0,0,0,0
30,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,4,2,Healthcare Representative,3,Married,5294,No,3,3,10,3,3,7,0,1,7,0
32,No,Non-Travel,Research & Development,5,4,Technical Degree,2,Male,3,1,Research Scientist,2,Single,2718,No,3,2,12,3,3,7,7,0,7,0
38,No,Travel_Rarely,Research & Development,18,3,Medical,2,Male,1,2,Healthcare Representative,4,Married,5811,Yes,3,3,15,2,3,1,0,1,0,0
43,Yes,Travel_Frequently,Research & Development,17,3,Technical Degree,3,Male,2,1,Research Scientist,3,Married,2437,Yes,3,4,6,4,3,1,0,0,0,1
42,No,Travel_Rarely,Research & Development,12,3,Medical,2,Male,3,1,Laboratory Technician,2,Divorced,2766,No,4,2,7,6,2,5,3,0,4,0
55,No,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,5,Research Director,1,Married,19038,No,3,2,34,2,3,1,0,0,0,0
33,No,Non-Travel,Research & Development,4,3,Technical Degree,4,Male,3,2,Research Scientist,2,Divorced,3055,No,3,4,11,2,2,9,8,1,7,0
41,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,3,1,Laboratory Technician,1,Divorced,2289,No,4,2,5,2,3,5,3,0,4,0
34,No,Non-Travel,Sales,10,3,Life Sciences,4,Male,3,2,Sales Executive,3,Divorced,4001,Yes,3,3,15,3,3,15,14,0,7,0
53,No,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,12965,Yes,4,4,27,2,2,3,2,0,2,0
43,No,Travel_Rarely,Human Resources,2,3,Life Sciences,2,Male,3,1,Human Resources,4,Single,3539,No,3,2,10,5,3,9,7,1,8,0
34,No,Travel_Rarely,Sales,3,2,Life Sciences,4,Female,1,2,Sales Executive,4,Single,6029,No,3,1,6,3,3,2,2,2,2,0
21,Yes,Travel_Rarely,Sales,7,1,Marketing,2,Male,3,1,Sales Representative,2,Single,2679,No,3,2,1,3,3,1,0,1,0,1
38,No,Travel_Rarely,Research & Development,6,2,Other,4,Female,2,1,Laboratory Technician,3,Married,3702,No,3,2,5,3,3,5,4,0,4,0
22,Yes,Travel_Rarely,Research & Development,8,1,Medical,3,Female,3,1,Laboratory Technician,1,Married,2398,Yes,3,3,1,6,3,1,0,0,0,1
31,No,Travel_Rarely,Sales,29,4,Marketing,1,Female,2,2,Sales Executive,4,Married,5468,No,3,1,13,3,3,12,7,5,7,0
51,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,Female,3,3,Manager,3,Married,13116,No,3,4,15,2,3,2,2,2,2,0
37,No,Travel_Rarely,Sales,9,2,Marketing,2,Male,2,2,Sales Executive,2,Married,4189,No,3,1,5,2,3,5,2,0,3,0
46,No,Travel_Rarely,Research & Development,2,4,Medical,3,Male,3,5,Research Director,4,Divorced,19328,Yes,3,3,24,3,3,2,1,2,2,0
36,No,Travel_Rarely,Research & Development,10,3,Life Sciences,4,Male,3,3,Healthcare Representative,1,Married,8321,Yes,3,4,15,1,3,12,8,5,7,0
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,3,Male,3,1,Research Scientist,2,Divorced,2342,Yes,3,3,6,2,2,5,3,2,3,1
37,No,Travel_Rarely,Human Resources,8,2,Other,3,Male,3,2,Human Resources,2,Divorced,4071,No,3,3,19,4,2,10,0,4,7,0
35,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3,Male,3,2,Sales Executive,4,Single,5813,Yes,3,4,10,2,3,10,7,7,7,1
